590,476
641,537
641,537
660,562
669,577
672,584
675,596
675,600
675,604
675,607
675,609
674,610
674,611
674,611
674,611
674,611
674,611
674,611
674,612
673,612
671,613
665,614
654,615
626,613
573,586
501,537
443,480
417,442
397,385
403,334
436,286
488,236
536,208
627,191
746,228
746,228
842,301
901,359
940,401
950,418
969,456
970,488
956,514
925,542
876,566
787,580
703,580
609,550
525,507
481,475
451,429
443,354
469,278
529,186
607,114
693,68
783,51
867,57
984,133
1048,200
1089,254
1100,277
1121,333
1122,372
1103,402
1073,425
1029,439
949,444
864,437
778,418
722,402
665,381
637,364
614,336
604,270
628,198
659,151
659,151
693,122
752,97
798,97
862,131
910,183
937,228
963,288
976,346
977,400
970,448
943,492
904,521
859,536
772,543
681,523
583,483
493,435
448,403
416,371
394,315
392,230
440,99
491,22
564,0
621,0
751,4
873,62
1009,160
1133,264
1203,338
1241,386
1260,418
1266,439
1263,458
1263,458
1263,458
1263,458
1263,458
1263,458
1263,458
1263,458
1248,443
1248,438
1250,430
1256,416
1266,388
1275,345
1280,291
1280,255
1280,229
1276,208
1272,198
1266,188
1262,183
1258,178
1255,175
1251,172
1248,170
1245,168
1241,167
1237,166
1234,165
1230,164
1226,163
1223,162
1223,162
1216,160
1213,158
1211,157
1211,157
1210,156
1209,156
1208,156
1207,156
